   -0.5866578807    -0.2711264547    -2.4060924388
   -0.6554984170    -0.4041454531    -2.3735308434
   -0.7312291133    -0.3240176305    -2.3946095957
   -0.5399478138    -0.3822829596    -2.3722131691
   -0.9396674311    -0.0936794742    -2.4283581578
   -1.0435911100    -0.2358061206    -2.3817835928
   -1.1163902206    -0.1193158355    -2.3978984826
   -0.7219771317    -0.1567825001    -2.4303884159
   -0.8829231554    -0.2863566708    -2.3906169566
   -0.5581474653    -0.1230165272    -2.4322279115
   -0.4639814400    -0.2867149813    -2.3870131602
   -0.4531978071    -0.1656600219    -2.4084704095
   -0.3637180798    -0.2135075986    -2.3776829559
   -1.1157422337     0.0743767425    -2.4361097771
   -1.2412720374    -0.0609849002    -2.3841350687
   -1.3055842351     0.0654477451    -2.3976123389
   -0.9159240597     0.0887364154    -2.4615801043
   -0.7628951847     0.0394909230    -2.4590605757
   -0.5917524508     0.0160019016    -2.4487460268
   -0.4450636535    -0.0087962149    -2.4238055954
   -0.3204906903    -0.0619462827    -2.3858256888
   -1.2993430713     0.2615596761    -2.4344426238
   -1.4218625619     0.1352395705    -2.3802824736
   -1.4752036445     0.2607890561    -2.3901551903
   -1.1067087711     0.2790886308    -2.4667778779
   -0.9551509878     0.2417471225    -2.4738608191
   -0.7818937172     0.2228041029    -2.4746448127
   -0.6128675388     0.1984056793    -2.4608286615
   -0.4529919047     0.1688773591    -2.4324088331
   -0.3079548684     0.1245281044    -2.3922921845
   -1.4553075693     0.4335083563    -2.4198667029
   -1.5788613662     0.3360796865    -2.3623217799
   -1.6185084260     0.4972613877    -2.3623460037
   -1.2930640578     0.4665057279    -2.4607509435
   -1.1484645641     0.4346403147    -2.4747601281
   -0.9768343261     0.4203462480    -2.4833578144
   -0.8039419266     0.4045906780    -2.4808269309
   -0.6307936631     0.3882592879    -2.4656789749
   -0.4656029213     0.3602414233    -2.4353522783
   -0.3120653462     0.3161969849    -2.3932288385
   -1.4995288921     0.6351478580    -2.4177029615
   -1.6331708966     0.6879093355    -2.3607535405
   -1.3396817714     0.6182497316    -2.4577257428
   -1.1716750117     0.6116593412    -2.4787457019
   -0.9997732651     0.5981071287    -2.4849389227
   -0.8278553693     0.5841309995    -2.4815485986
   -0.6581272050     0.5757112067    -2.4652081245
   -0.4891196991     0.5562660477    -2.4335127827
   -0.3281267418     0.5116755642    -2.3894769236
   -1.5129905176     0.8054402352    -2.4062054832
   -1.6092246507     0.8404512110    -2.3599975557
   -1.3663900363     0.7938784124    -2.4455648854
   -1.1958009174     0.7854757782    -2.4700644939
   -1.0221343653     0.7725528800    -2.4787840562
   -0.8501488447     0.7595053302    -2.4736619820
   -0.7050825380     0.7291261487    -2.4625445147
   -0.5387780056     0.7640008657    -2.4261343615
   -0.3648116839     0.7055427554    -2.3827941799
   -1.5212293888     0.9266511353    -2.3844572959
   -1.4634061442     1.0341140138    -2.3756731367
   -1.3885222720     0.9620582714    -2.4166017875
   -1.2181584850     0.9542481112    -2.4468391587
   -1.0405106488     0.9414417902    -2.4590704166
   -0.8888055040     0.9047447362    -2.4609793033
   -0.6967429867     0.9264502796    -2.4320891292
   -0.5172899719     0.9398107203    -2.3906313395
   -0.4111265999     0.8671963162    -2.3724773600
   -1.3620968706     1.0999593769    -2.3870441970
   -1.2787250761     1.2000016948    -2.3670259934
   -1.2409369413     1.1005952519    -2.4103553247
   -1.0697038728     1.1013108637    -2.4228919036
   -0.8674804764     1.0725617428    -2.4232189250
   -0.6972062670     1.1081253243    -2.3897739176
   -0.5762567821     1.0577226403    -2.3752651169
   -1.1266217525     1.2369374543    -2.3717105250
   -0.9385218467     1.2342844424    -2.3750259067
   -0.7766220105     1.2072365395    -2.3695793344
   -0.7309036058    -0.8846640944    -2.2282732696
   -0.8141123943    -1.0193025554    -2.1664079290
   -0.9042537344    -0.9289401730    -2.1965690961
   -0.5199793195    -0.9032296263    -2.2249947282
   -0.6479304949    -1.0370878788    -2.1663726026
   -0.3392813018    -0.9070004661    -2.2146948145
   -0.4546956460    -1.0360174892    -2.1649100901
   -0.3054466947    -1.0104482481    -2.1664480497
   -1.1393432902    -0.7029592745    -2.2364462822
   -1.2235578714    -0.8248544974    -2.1759778481
   -1.3051875702    -0.7183938790    -2.1942976093
   -0.9122904881    -0.7702832994    -2.2507191531
   -1.0630488856    -0.8800055528    -2.1886100605
   -0.7296353884    -0.7212553166    -2.2809370948
   -0.5609685299    -0.7385339586    -2.2761690415
   -0.3621854191    -0.7526564400    -2.2623115080
   -0.2116586618    -0.9209301664    -2.1943024036
   -0.1602431198    -0.7686239683    -2.2373849549
    0.0412979727    -0.7294258060    -2.2206748154
   -0.0675168972    -0.8753752724    -2.1860128138
    0.0784093548    -0.8266647225    -2.1781542060
   -1.3215840618    -0.5478865155    -2.2416165517
   -1.4223672246    -0.6566282093    -2.1785400207
   -1.4860372390    -0.5389746766    -2.1933627216
   -1.1439276463    -0.5392476992    -2.2843902495
   -0.9806192964    -0.5897104380    -2.2955072121
   -0.8126756195    -0.6242056486    -2.3031228248
   -0.6126177307    -0.5414838596    -2.3284049128
   -0.3862431954    -0.5676067158    -2.3049128634
   -0.1813587124    -0.5785695039    -2.2827087133
    0.0219784747    -0.5785356915    -2.2617530987
    0.1675973871    -0.7297447528    -2.1989357119
    0.2201176358    -0.5911260169    -2.2356282240
    0.2783890208    -0.6876195467    -2.1967580923
    0.6614946369    -0.5113373277    -2.2359842635
    0.5740890733    -0.6598419015    -2.1915504778
    0.4930841470    -0.5809323347    -2.2166574478
    0.8754368063    -0.5227361445    -2.2345696939
    0.7340964244    -0.6725382061    -2.1900506202
    1.0677208706    -0.5211600828    -2.2293656120
    0.9297869620    -0.6750090347    -2.1904957327
    1.2383004008    -0.5082977442    -2.2159181170
    1.1180468458    -0.6571273208    -2.1869164124
    1.2701340202    -0.6117207977    -2.1814044862
   -1.4843806837    -0.3841229599    -2.2341341700
   -1.5971309134    -0.4586192512    -2.1688219831
   -1.6507366917    -0.3042701785    -2.1827277119
   -1.3365367134    -0.3739656134    -2.2842348133
   -1.2182770808    -0.4257076722    -2.2996590722
   -1.0458363544    -0.4025749427    -2.3363344257
   -0.8169763552    -0.4602493118    -2.3483459030
   -0.3933029221    -0.3683209609    -2.3486434017
   -0.1929185166    -0.3803859325    -2.3147709449
    0.0102687857    -0.3896096529    -2.2922097459
    0.2191214316    -0.3987642346    -2.2745056732
    0.3705525445    -0.5970926442    -2.2174651605
    0.4572081792    -0.4271055880    -2.2559398889
    0.6775141454    -0.3376364586    -2.2704862870
    0.8425343112    -0.3561530382    -2.2677376415
    1.0325620285    -0.3626379541    -2.2630798570
    1.2166720709    -0.3614388755    -2.2493870959
    1.3590868797    -0.5049452698    -2.1953359528
    1.3893353535    -0.3638082670    -2.2206412553
    1.4641480683    -0.4367471691    -2.1856835214
   -1.5529628326    -0.1897490873    -2.2525848912
   -1.7034807583    -0.1285769009    -2.1968012410
   -1.4089737285    -0.2510989149    -2.2913790711
   -1.2308340984    -0.2441926056    -2.3406298624
   -0.2033059892    -0.1631518482    -2.3436204936
    0.0024338970    -0.1860418350    -2.3103152778
    0.2057478696    -0.1969647548    -2.2943593567
    0.4160317390    -0.2040547612    -2.2853831733
    0.6263004685    -0.1941790166    -2.2839037546
    0.8217194976    -0.1834105236    -2.2855398711
    1.0080026175    -0.1886822303    -2.2824076820
    1.1926470977    -0.1920407607    -2.2717635883
    1.3676974349    -0.1951050727    -2.2481032339
    1.5263977095    -0.3258636867    -2.1929034785
    1.5188429087    -0.2030959021    -2.2127836568
    1.6214140915    -0.2347972998    -2.1741143810
   -1.6251043677    -0.0082304880    -2.2613950405
   -1.7495695854     0.0127907327    -2.2033285486
   -1.4232746082    -0.0515830339    -2.3320389890
   -0.1661395989     0.0672372790    -2.3500501490
    0.0007458003     0.0245049637    -2.3167966610
    0.1956556247     0.0065616808    -2.2987214089
    0.3984129543    -0.0018692145    -2.2923689670
    0.6017082544    -0.0042269987    -2.2909011555
    0.7995703557    -0.0043516504    -2.2906674966
    0.9889652259    -0.0082950848    -2.2881444354
    1.1683233641    -0.0169132100    -2.2798894150
    1.3409891701    -0.0195016251    -2.2596196371
    1.5061758745    -0.0320848852    -2.2240028137
    1.6488682478    -0.0778880732    -2.1764650999
   -1.7301531921     0.1468442897    -2.2415804683
   -1.8312906282     0.1022866093    -2.1727770248
   -1.8571187613     0.2621471035    -2.1838240916
   -1.5738195333     0.1641678467    -2.3256307819
   -0.1671342891     0.2623570431    -2.3497761171
   -0.0100499445     0.2265653541    -2.3129609721
    0.1784597473     0.2114451545    -2.2894159331
    0.3828208951     0.1972116473    -2.2829401011
    0.5846925416     0.1875680475    -2.2844684722
    0.7820888392     0.1813066972    -2.2853271558
    0.9691668030     0.1697711168    -2.2834407266
    1.1471926316     0.1586695464    -2.2744917950
    1.2945359765     0.1302918573    -2.2614424788
    1.4622747603     0.1681188511    -2.2242109870
    1.6343112518     0.1138307689    -2.1776023573
